identity/LineItemId,identity/TimeInterval,bill/InvoiceId,bill/BillingEntity,bill/BillType,bill/PayerAccountId,bill/BillingPeriodStartDate,bill/BillingPeriodEndDate,lineItem/UsageAccountId,lineItem/LineItemType,lineItem/UsageStartDate,lineItem/UsageEndDate,lineItem/ProductCode,lineItem/UsageType,lineItem/Operation,lineItem/AvailabilityZone,lineItem/ResourceId,lineItem/UsageAmount,lineItem/NormalizationFactor,lineItem/NormalizedUsageAmount,lineItem/CurrencyCode,lineItem/UnblendedRate,lineItem/UnblendedCost,lineItem/BlendedRate,lineItem/BlendedCost,lineItem/LineItemDescription,lineItem/TaxType,lineItem/LegalEntity,product/ProductName,product/alarmType,product/availability,product/cacheEngine,product/callingType,product/capacitystatus,product/clockSpeed,product/country,product/cputype,product/currentGeneration,product/databaseEngine,product/dedicatedEbsThroughput,product/deploymentOption,product/description,product/durability,product/ecu,product/edition,product/endpointType,product/engineCode,product/enhancedNetworkingSupported,product/executionFrequency,product/executionLocation,product/frequencyMode,product/fromLocation,product/fromLocationType,product/group,product/groupDescription,product/instanceFamily,product/instanceType,product/instanceTypeFamily,product/licenseModel,product/lineType,product/location,product/locationType,product/maxIopsBurstPerformance,product/maxIopsvolume,product/maxThroughputvolume,product/maxVolumeSize,product/memory,product/memorytype,product/messageDeliveryFrequency,product/messageDeliveryOrder,product/minVolumeSize,product/networkPerformance,product/normalizationSizeFactor,product/operatingSystem,product/operation,product/physicalProcessor,product/preInstalledSw,product/processorArchitecture,product/processorFeatures,product/productFamily,product/queueType,product/region,product/requestType,product/servicecode,product/servicename,product/sku,product/softwareType,product/storage,product/storageClass,product/storageMedia,product/storageType,product/subscriptionType,product/tenancy,product/toLocation,product/toLocationType,product/transferType,product/usagetype,product/vcpu,product/version,product/volumeType,pricing/RateId,pricing/publicOnDemandCost,pricing/publicOnDemandRate,pricing/term,pricing/unit,reservation/AmortizedUpfrontCostForUsage,reservation/AmortizedUpfrontFeeForBillingPeriod,reservation/EffectiveCost,reservation/EndTime,reservation/ModificationStatus,reservation/NormalizedUnitsPerReservation,reservation/RecurringFeeForUsage,reservation/StartTime,reservation/SubscriptionId,reservation/TotalReservedNormalizedUnits,reservation/TotalReservedUnits,reservation/UnitsPerReservation,reservation/UnusedAmortizedUpfrontFeeForBillingPeriod,reservation/UnusedNormalizedUnitQuantity,reservation/UnusedQuantity,reservation/UnusedRecurringFee,reservation/UpfrontValue
swwsxquzlnavk4brtn6yscudsvpvb7ulceao6hr5msdhn2qg6vjq,2019-11-01T00:00:00Z/2019-12-01T00:00:00Z,,AWS,Anniversary,453375140098,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,453375140098,Tax,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,AmazonEC2,APN1-NatGateway-Bytes,NatGateway,,,1.0000000000,,,USD,,0.0600000000,,0.0600000000,Tax for product code AmazonEC2 usage type APN1-NatGateway-Bytes operation NatGateway,CT,"Amazon Web Services, Inc.",Amazon Elastic Compute Cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2636110801,,,,,,,,
f7d46gvysglxlefdhnoklzwuzxx7p5dz7ajs7lba2dxxlcnaaloa,2019-11-01T00:00:00Z/2019-12-01T00:00:00Z,,AWS,Anniversary,453375140098,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,453375140098,Tax,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,AmazonEC2,APN1-ElasticIP:IdleAddress,,,,1.0000000000,,,USD,,0.0200000000,,0.0200000000,Tax for product code AmazonEC2 usage type APN1-ElasticIP:IdleAddress,CT,"Amazon Web Services, Inc.",Amazon Elastic Compute Cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2636110801,,,,,,,,
6f5l7smpvt7xydssgbfkmpocnzagmjrmzgor4igrw4wkbroalpjq,2019-11-01T00:00:00Z/2019-12-01T00:00:00Z,,AWS,Anniversary,453375140098,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,453375140098,Tax,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,AmazonECS,APN1-Fargate-vCPU-Hours:perCPU,,,,1.0000000000,,,USD,,1.3200000000,,1.3200000000,Tax for product code AmazonECS usage type APN1-Fargate-vCPU-Hours:perCPU,CT,"Amazon Web Services, Inc.",Amazon EC2 Container Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2636110903,,,,,,,,
qclk6zvelvlhmsfvszrpdafs6srmwcq5ci5qhyrik6kb5v5iwgxa,2019-11-01T00:00:00Z/2019-12-01T00:00:00Z,,AWS,Anniversary,453375140098,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,453375140098,Tax,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,AmazonRDS,APN1-Aurora:StorageIOUsage,CreateDBInstance:0021,,,1.0000000000,,,USD,,0.0100000000,,0.0100000000,Tax for product code AmazonRDS usage type APN1-Aurora:StorageIOUsage operation CreateDBInstance:0021,CT,"Amazon Web Services, Inc.",Amazon Relational Database Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2636110814,,,,,,,,
2cbvtsqxogt5dukll4web3alqx7uxr7a4wa2sbcinhbb5bgeibua,2019-11-01T00:00:00Z/2019-12-01T00:00:00Z,,AWS,Anniversary,453375140098,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,453375140098,Tax,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,AmazonRDS,APN1-Aurora:StorageUsage,CreateDBInstance:0021,,,1.0000000000,,,USD,,0.0000000000,,0.0000000000,Tax for product code AmazonRDS usage type APN1-Aurora:StorageUsage operation CreateDBInstance:0021,CT,"Amazon Web Services, Inc.",Amazon Relational Database Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2636110814,,,,,,,,
kmewyyri5jdtlb2uyeumboy2fwgox25qkwkkico273eyj7pgzzpq,2019-11-01T00:00:00Z/2019-12-01T00:00:00Z,,AWS,Anniversary,453375140098,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,453375140098,Tax,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,AmazonEC2,APN1-BoxUsage:m3.xlarge,RunInstances,,,1.0000000000,,,USD,,0.1400000000,,0.1400000000,Tax for product code AmazonEC2 usage type APN1-BoxUsage:m3.xlarge operation RunInstances,CT,"Amazon Web Services, Inc.",Amazon Elastic Compute Cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2636110801,,,,,,,,
smj6kfxvwoixjmnzg6s3s66kpkrjb4ndwchx7tqhoohrtiwgja7q,2019-11-01T00:00:00Z/2019-12-01T00:00:00Z,,AWS,Anniversary,453375140098,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,453375140098,Tax,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,AmazonKinesisFirehose,APN1-BilledBytes,PutRecordBatch,,,1.0000000000,,,USD,,0.0400000000,,0.0400000000,Tax for product code AmazonKinesisFirehose usage type APN1-BilledBytes operation PutRecordBatch,CT,"Amazon Web Services, Inc.",Amazon Kinesis Firehose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2636110939,,,,,,,,
gxrr7rrcu524pxssdfiy3ygyebfedzociigzjyuy3i7wxad6jbia,2019-11-01T00:00:00Z/2019-12-01T00:00:00Z,,AWS,Anniversary,453375140098,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,453375140098,Tax,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,datapipeline,APN1-InactivePipelines,,,,1.0000000000,,,USD,,0.0100000000,,0.0100000000,Tax for product code datapipeline usage type APN1-InactivePipelines,CT,"Amazon Web Services, Inc.",AWS Data Pipeline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2636110864,,,,,,,,
g2dhppjd72xj6o6ovf4hcfwtghmawdx64gs2zx5cevyhs6nkpqha,2019-11-01T00:00:00Z/2019-12-01T00:00:00Z,,AWS,Anniversary,453375140098,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,453375140098,Tax,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,AmazonCloudWatch,APN1-TimedStorage-ByteHrs,,,,1.0000000000,,,USD,,0.0500000000,,0.0500000000,Tax for product code AmazonCloudWatch usage type APN1-TimedStorage-ByteHrs,CT,"Amazon Web Services, Inc.",AmazonCloudWatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2636110885,,,,,,,,
bunzffjww6s5kra47eac7ellohdlkv5adpjylgwv4fncqvyligta,2019-11-01T00:00:00Z/2019-12-01T00:00:00Z,,AWS,Anniversary,453375140098,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,453375140098,Tax,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,AWSDataTransfer,APN1-DataTransfer-Regional-Bytes,,,,1.0000000000,,,USD,,0.0100000000,,0.0100000000,Tax for product code AWSDataTransfer usage type APN1-DataTransfer-Regional-Bytes,CT,"Amazon Web Services, Inc.",AWS Data Transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2636110802,,,,,,,,
mfwkmvr27kff2u3tr7arzkk5ldniqejg74wf4mk6htga7wbcwo5a,2019-11-01T00:00:00Z/2019-12-01T00:00:00Z,,AWS,Anniversary,453375140098,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,453375140098,Tax,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,AmazonECS,APN1-Fargate-GB-Hours,,,,1.0000000000,,,USD,,0.4600000000,,0.4600000000,Tax for product code AmazonECS usage type APN1-Fargate-GB-Hours,CT,"Amazon Web Services, Inc.",Amazon EC2 Container Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2636110903,,,,,,,,
6sob6zwmiobbywh7hvr7muqq3sy2lgw64whb5rubo2ryvbdmpr3q,2019-11-01T00:00:00Z/2019-12-01T00:00:00Z,,AWS,Anniversary,453375140098,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,453375140098,Tax,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,AWSCostExplorer,USE1-APIRequest,,,,1.0000000000,,,USD,,0.0100000000,,0.0100000000,Tax for product code AWSCostExplorer usage type USE1-APIRequest,CT,"Amazon Web Services, Inc.",AWS Cost Explorer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2636111020,,,,,,,,
olj746sxl765mbr2njv673jshzlatzfeyujek3tx7tb2o4puldvq,2019-11-01T00:00:00Z/2019-11-04T00:00:00Z,,AWS,Anniversary,453375140098,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,453375140098,Tax,2019-11-01T00:00:00Z,2019-11-03T09:00:01Z,AmazonEC2,APN1-SpotUsage:c3.large,RunInstances:SV012,,,1.0000000000,,,USD,,0.1700000000,,0.1700000000,Tax for product code AmazonEC2 usage type APN1-SpotUsage:c3.large operation RunInstances:SV012,CT,"Amazon Web Services, Inc.",Amazon Elastic Compute Cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2636110801,,,,,,,,
gdwpl6s4yw4k6scglglrvbzfsqtqdlknapebaphisssv5djcxl2a,2019-11-01T00:00:00Z/2019-12-01T00:00:00Z,,AWS,Anniversary,453375140098,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,453375140098,Tax,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,ElasticMapReduce,APN1-BoxUsage:m3.xlarge,,,,1.0000000000,,,USD,,0.0200000000,,0.0200000000,Tax for product code ElasticMapReduce usage type APN1-BoxUsage:m3.xlarge,CT,"Amazon Web Services, Inc.",Amazon Elastic MapReduce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2636110816,,,,,,,,
omaoafangydzp4deuq5xbrr6z64izqo2tuteoqetehlklkgpzdga,2019-11-01T00:00:00Z/2019-12-01T00:00:00Z,,AWS,Anniversary,453375140098,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,453375140098,Tax,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,AmazonRDS,APN1-InstanceUsage:db.r5.large,CreateDBInstance:0021,,,1.0000000000,,,USD,,1.9600000000,,1.9600000000,Tax for product code AmazonRDS usage type APN1-InstanceUsage:db.r5.large operation CreateDBInstance:0021,CT,"Amazon Web Services, Inc.",Amazon Relational Database Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2636110814,,,,,,,,
h4v4onpxamgzb6zd4gh47mdcwt2psewqzettb424wwk3ar6pnr4q,2019-11-01T00:00:00Z/2019-12-01T00:00:00Z,,AWS,Anniversary,453375140098,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,453375140098,Tax,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,AmazonRDS,APN1-InstanceUsage:db.r5.xl,CreateDBInstance:0014,,,1.0000000000,,,USD,,0.7800000000,,0.7800000000,Tax for product code AmazonRDS usage type APN1-InstanceUsage:db.r5.xl operation CreateDBInstance:0014,CT,"Amazon Web Services, Inc.",Amazon Relational Database Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2636110814,,,,,,,,
d23iovuatzd5h76cnojaaop4ikk7l7cn4onwfx4qwofdtuz7errq,2019-11-01T00:00:00Z/2019-12-01T00:00:00Z,,AWS,Anniversary,453375140098,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,453375140098,Tax,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,AmazonRDS,APN1-RDS:ChargedBackupUsage,,,,1.0000000000,,,USD,,0.0600000000,,0.0600000000,Tax for product code AmazonRDS usage type APN1-RDS:ChargedBackupUsage,CT,"Amazon Web Services, Inc.",Amazon Relational Database Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2636110814,,,,,,,,
67ax4tlw32pz3qhobraaahhhjmvm5j5juzshpaxfe4n43vtwfdwq,2019-11-01T00:00:00Z/2019-12-01T00:00:00Z,,AWS,Anniversary,453375140098,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,453375140098,Tax,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,AmazonRDS,APN1-InstanceUsage:db.m5.large,CreateDBInstance:0014,,,1.0000000000,,,USD,,0.3200000000,,0.3200000000,Tax for product code AmazonRDS usage type APN1-InstanceUsage:db.m5.large operation CreateDBInstance:0014,CT,"Amazon Web Services, Inc.",Amazon Relational Database Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2636110814,,,,,,,,
wfwtmmkffrjhkkr2lfufmhniubm4j32b4dhzhfpvs3xyzivcv4uq,2019-11-01T00:00:00Z/2019-12-01T00:00:00Z,,AWS,Anniversary,453375140098,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,453375140098,Tax,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,AmazonS3,APN1-Requests-Tier2,,,,1.0000000000,,,USD,,0.0000000000,,0.0000000000,Tax for product code AmazonS3 usage type APN1-Requests-Tier2,CT,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2636110799,,,,,,,,
j7y7joiopt67yr6luzx6am5ajx3p7hqijwnftidtvizuarpqmyuq,2019-11-01T00:00:00Z/2019-12-01T00:00:00Z,,AWS,Anniversary,453375140098,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,453375140098,Tax,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,AmazonEC2,APN1-BoxUsage:m4.xlarge,RunInstances,,,1.0000000000,,,USD,,1.9500000000,,1.9500000000,Tax for product code AmazonEC2 usage type APN1-BoxUsage:m4.xlarge operation RunInstances,CT,"Amazon Web Services, Inc.",Amazon Elastic Compute Cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2636110801,,,,,,,,
nkleejziyh3n5f7o7fyit54hawsz2vrqz2dneuhj52o3vm624vxq,2019-11-01T00:00:00Z/2019-12-01T00:00:00Z,,AWS,Anniversary,453375140098,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,453375140098,Tax,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,AWSSupportBusiness,,,,,1.0000000000,,,USD,,10.0000000000,,10.0000000000,Tax for product code AWSSupportBusiness,CT,"Amazon Web Services, Inc.",AWS Support (Business),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2768919437,,,,,,,,
kw4kdp4pi6z3cupe7dq2dnmdxr2l5p4dluyokcyihlec7bwn2w3a,2019-11-01T00:00:00Z/2019-12-01T00:00:00Z,,AWS,Anniversary,453375140098,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,453375140098,Tax,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,AmazonEC2,APN1-BoxUsage:t2.large,RunInstances,,,1.0000000000,,,USD,,0.4700000000,,0.4700000000,Tax for product code AmazonEC2 usage type APN1-BoxUsage:t2.large operation RunInstances,CT,"Amazon Web Services, Inc.",Amazon Elastic Compute Cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2636110801,,,,,,,,
ua4z6wy437u6mnlvn5u4jjw2uwhztfjwjtue3jwxemvv6oix4m3a,2019-11-01T00:00:00Z/2019-12-01T00:00:00Z,,AWS,Anniversary,453375140098,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,453375140098,Fee,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,AWSSupportBusiness,,,,,0,,,USD,,100.0000000000,,100.0000000000,Recurring Fee,,"Amazon Web Services, Inc.",AWS Support (Business),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2768919437,,,,,,,,
zo3hzmqy6fr6sabuuwt3utitpj7iasabxblthb25nuqdy4foew4a,2019-11-01T00:00:00Z/2019-12-01T00:00:00Z,,AWS,Anniversary,453375140098,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,453375140098,Tax,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,AmazonS3,APN1-Requests-Tier1,,,,1.0000000000,,,USD,,0.0100000000,,0.0100000000,Tax for product code AmazonS3 usage type APN1-Requests-Tier1,CT,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2636110799,,,,,,,,
skqzimem5plpy6arv5ix3e2lzsuy6wybeyl474xp3o6p6kswj4jq,2019-11-01T00:00:00Z/2019-12-01T00:00:00Z,,AWS,Anniversary,453375140098,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,453375140098,Tax,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,AmazonVPC,APN1-VpcEndpoint-Hours,VpcEndpoint,,,1.0000000000,,,USD,,1.1200000000,,1.1200000000,Tax for product code AmazonVPC usage type APN1-VpcEndpoint-Hours operation VpcEndpoint,CT,"Amazon Web Services, Inc.",Amazon Virtual Private Cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2636110823,,,,,,,,
itksjwg7qr2xqzfllwlkqw72axixpz42mx5egws5h6vurdh5p74a,2019-11-01T00:00:00Z/2019-12-01T00:00:00Z,,AWS,Anniversary,453375140098,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,453375140098,Tax,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,ContactCenterTelecomm,APN1-JP-tollfree-numbers,,,,1.0000000000,,,USD,,0.0000000000,,0.0000000000,Tax for product code ContactCenterTelecomm usage type APN1-JP-tollfree-numbers,CT,"Amazon Web Services, Inc.","Contact Center Telecommunications (service sold by AMCS, LLC) ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2636110975,,,,,,,,
chlpjfhkvbpariccc4ubgxksuth2pnekiyeto66xvylyqru3yz7q,2019-11-01T00:00:00Z/2019-12-01T00:00:00Z,,AWS,Anniversary,453375140098,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,453375140098,Tax,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,AmazonRDS,APN1-InstanceUsage:db.r5.xl,CreateDBInstance:0021,,,1.0000000000,,,USD,,3.9200000000,,3.9200000000,Tax for product code AmazonRDS usage type APN1-InstanceUsage:db.r5.xl operation CreateDBInstance:0021,CT,"Amazon Web Services, Inc.",Amazon Relational Database Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2636110814,,,,,,,,
y4n3stt4dbakufp5q4u2ycrtwrcf5gduedft2kfctuljqqinnjca,2019-11-01T00:00:00Z/2019-12-01T00:00:00Z,,AWS,Anniversary,453375140098,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,453375140098,Tax,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,AmazonRDS,APN1-Aurora:BackupUsage,CreateDBInstance:0021,,,1.0000000000,,,USD,,0.0000000000,,0.0000000000,Tax for product code AmazonRDS usage type APN1-Aurora:BackupUsage operation CreateDBInstance:0021,CT,"Amazon Web Services, Inc.",Amazon Relational Database Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2636110814,,,,,,,,
gczcqr4f4rzj2thhzzygb3yocyrxkbtcua45cehqdxoc3dnx6y6q,2019-11-01T00:00:00Z/2019-12-01T00:00:00Z,,AWS,Anniversary,453375140098,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,453375140098,Tax,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,AmazonRoute53,HostedZone,,,,1.0000000000,,,USD,,0.2000000000,,0.2000000000,Tax for product code AmazonRoute53 usage type HostedZone,CT,"Amazon Web Services, Inc.",Amazon Route 53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2636110836,,,,,,,,
cz6vv3uzruembxukgufjw6hvumuv6bio3oq4ynwiwh5h4hfnzf4a,2019-11-01T00:00:00Z/2019-12-01T00:00:00Z,,AWS,Anniversary,453375140098,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,453375140098,Tax,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,AmazonEC2,APN1-NatGateway-Hours,NatGateway,,,1.0000000000,,,USD,,0.7100000000,,0.7100000000,Tax for product code AmazonEC2 usage type APN1-NatGateway-Hours operation NatGateway,CT,"Amazon Web Services, Inc.",Amazon Elastic Compute Cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2636110801,,,,,,,,
2il3oqj3j2sgskwliitslcy26hzrlmlwa7jvc66vbicfvnysszba,2019-11-01T00:00:00Z/2019-12-01T00:00:00Z,,AWS,Anniversary,453375140098,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,453375140098,Tax,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,AWSCloudTrail,APN1-DataEventsRecorded,,,,1.0000000000,,,USD,,0.0800000000,,0.0800000000,Tax for product code AWSCloudTrail usage type APN1-DataEventsRecorded,CT,"Amazon Web Services, Inc.",AWS CloudTrail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2636110947,,,,,,,,
fpppeyvs3j7cpupda652op5i2an7y77sbzhhcg2trlu2c2rspiyq,2019-11-01T00:00:00Z/2019-11-02T00:00:00Z,,AWS,Anniversary,453375140098,2019-11-01T00:00:00Z,2019-12-01T00:00:00Z,453375140098,Usage,2019-11-01T00:00:00Z,2019-11-01T01:00:00Z,AmazonECS,APN1-Fargate-GB-Hours,FargateTask,,arn:aws:ecs:ap-northeast-1:453375140098:task/Fargate-General/396e8eea52b24621a63a3f4ee0b4d818,0.1333333333,,,USD,0.0055300000,0.0007373333,0.0055300000,0.0007373333,AWS Fargate - Memory  - Asia Pacific (Tokyo),,"Amazon Web Services, Inc.",Amazon EC2 Container Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asia Pacific (Tokyo),AWS Region,,,,,,perGB,,,,,,,,,,,,Compute,,ap-northeast-1,,AmazonECS,Amazon EC2 Container Service,JQEE6EF5FAF2AESH,,,,,,,Shared,,,,APN1-Fargate-GB-Hours,,,,645494512,0.0007373333,0.0055300000,OnDemand,hours,,,,,,,,,2636110903,,,,,,,,
